species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name
goliathgrouper,latejuvenile,est,mangrove,er1,mangrove_est_er1
goliathgrouper,latejuvenile,est,mangrove,er5,mangrove_est_er5
goliathgrouper,latejuvenile,est,em,er1,em_est_er1
goliathgrouper,latejuvenile,est,em,er5,em_est_er5
goliathgrouper,latejuvenile,near,sav,er1,sav_near_er1
goliathgrouper,latejuvenile,near,sav,er5,sav_near_er5
goliathgrouper,latejuvenile,near,mangrove,er1,mangrove_near_er1
goliathgrouper,latejuvenile,near,mangrove,er5,mangrove_near_er5
goliathgrouper,latejuvenile,near,em,er1,em_near_er1
goliathgrouper,latejuvenile,near,em,er5,em_near_er5
goliathgrouper,adult,near,reef,er1,reef_near_er1
goliathgrouper,adult,near,reef,er5,reef_near_er5
goliathgrouper,adult,near,hb,er1,hb_near_er1
goliathgrouper,adult,near,hb,er5,hb_near_er5
goliathgrouper,adult,off,reef,er1,reef_off_er1
goliathgrouper,adult,off,reef,er5,reef_off_er5
goliathgrouper,adult,off,hb,er1,hb_off_er1
goliathgrouper,adult,off,hb,er5,hb_off_er5
goliathgrouper,spawningadult,near,reef,er1,reef_near_er1
goliathgrouper,spawningadult,near,hb,er1,hb_near_er1
goliathgrouper,spawningadult,off,reef,er1,reef_off_er1
goliathgrouper,spawningadult,off,reef,er5,reef_off_er5
goliathgrouper,spawningadult,off,hb,er1,hb_off_er1
goliathgrouper,spawningadult,off,hb,er5,hb_off_er5
graysnapper,egg,off,wca,er1,wca_off_er1
graysnapper,egg,off,wca,er2,wca_off_er2
graysnapper,larvae,off,wca,er1,wca_off_er1
graysnapper,larvae,off,wca,er2,wca_off_er2
graysnapper,postlarvae,est,sav,er1,sav_est_er1
graysnapper,postlarvae,est,sav,er2,sav_est_er2
graysnapper,earlyjuvenile,est,sav,er1,sav_est_er1
graysnapper,earlyjuvenile,est,sav,er2,sav_est_er2
graysnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1
graysnapper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2
graysnapper,earlyjuvenile,est,em,er1,em_est_er1
graysnapper,earlyjuvenile,est,em,er2,em_est_er2
graysnapper,latejuvenile,est,sav,er1,sav_est_er1
graysnapper,latejuvenile,est,sav,er2,sav_est_er2
graysnapper,latejuvenile,est,mangrove,er1,mangrove_est_er1
graysnapper,latejuvenile,est,mangrove,er2,mangrove_est_er2
graysnapper,latejuvenile,est,em,er1,em_est_er1
graysnapper,latejuvenile,est,em,er2,em_est_er2
graysnapper,latejuvenile,near,sav,er1,sav_near_er1
graysnapper,latejuvenile,near,sav,er2,sav_near_er2
graysnapper,latejuvenile,near,mangrove,er1,mangrove_near_er1
graysnapper,latejuvenile,near,mangrove,er2,mangrove_near_er2
graysnapper,latejuvenile,near,em,er1,em_near_er1
graysnapper,latejuvenile,near,em,er2,em_near_er2
graysnapper,adult,near,hb,er1,hb_near_er1
graysnapper,adult,near,hb,er2,hb_near_er2
graysnapper,adult,near,hb,er3,hb_near_er3
graysnapper,adult,near,hb,er4,hb_near_er4
graysnapper,adult,near,hb,er5,hb_near_er5
graysnapper,adult,near,sb,er1,sb_near_er1
graysnapper,adult,near,sb,er2,sb_near_er2
graysnapper,adult,near,sb,er3,sb_near_er3
graysnapper,adult,near,sb,er4,sb_near_er4
graysnapper,adult,near,sb,er5,sb_near_er5
graysnapper,adult,near,sand,er1,sand_near_er1
graysnapper,adult,near,sand,er2,sand_near_er2
graysnapper,adult,near,sand,er3,sand_near_er3
graysnapper,adult,near,sand,er4,sand_near_er4
graysnapper,adult,near,sand,er5,sand_near_er5
graysnapper,adult,near,reef,er1,reef_near_er1
graysnapper,adult,near,reef,er2,reef_near_er2
graysnapper,adult,near,reef,er3,reef_near_er3
graysnapper,adult,near,reef,er4,reef_near_er4
graysnapper,adult,near,reef,er5,reef_near_er5
graysnapper,adult,near,em,er1,em_near_er1
graysnapper,adult,near,em,er2,em_near_er2
graysnapper,adult,near,em,er3,em_near_er3
graysnapper,adult,near,em,er4,em_near_er4
graysnapper,adult,near,em,er5,em_near_er5
graysnapper,adult,off,hb,er1,hb_off_er1
graysnapper,adult,off,hb,er2,hb_off_er2
graysnapper,adult,off,hb,er3,hb_off_er3
graysnapper,adult,off,hb,er4,hb_off_er4
graysnapper,adult,off,hb,er5,hb_off_er5
graysnapper,adult,off,sb,er1,sb_off_er1
graysnapper,adult,off,sb,er2,sb_off_er2
graysnapper,adult,off,sb,er3,sb_off_er3
graysnapper,adult,off,sb,er4,sb_off_er4
graysnapper,adult,off,sb,er5,sb_off_er5
graysnapper,adult,off,sand,er1,sand_off_er1
graysnapper,adult,off,sand,er2,sand_off_er2
graysnapper,adult,off,sand,er3,sand_off_er3
graysnapper,adult,off,sand,er4,sand_off_er4
graysnapper,adult,off,sand,er5,sand_off_er5
graysnapper,adult,off,reef,er1,reef_off_er1
graysnapper,adult,off,reef,er2,reef_off_er2
graysnapper,adult,off,reef,er3,reef_off_er3
graysnapper,adult,off,reef,er4,reef_off_er4
graysnapper,adult,off,reef,er5,reef_off_er5
graysnapper,adult,off,em,er1,em_off_er1
graysnapper,adult,off,em,er2,em_off_er2
graysnapper,adult,off,em,er3,em_off_er3
graysnapper,adult,off,em,er4,em_off_er4
graysnapper,adult,off,em,er5,em_off_er5
graysnapper,spawningadult,near,reef,er1,reef_near_er1
graysnapper,spawningadult,near,reef,er2,reef_near_er2
graysnapper,spawningadult,near,reef,er3,reef_near_er3
graysnapper,spawningadult,near,reef,er4,reef_near_er4
graysnapper,spawningadult,near,reef,er5,reef_near_er5
graysnapper,spawningadult,off,reef,er1,reef_off_er1
graysnapper,spawningadult,off,reef,er2,reef_off_er2
graysnapper,spawningadult,off,reef,er3,reef_off_er3
graysnapper,spawningadult,off,reef,er4,reef_off_er4
graysnapper,spawningadult,off,reef,er5,reef_off_er5
graytriggerfish,egg,near,wca,er1,wca_near_er1
graytriggerfish,egg,near,wca,er2,wca_near_er2
graytriggerfish,egg,near,wca,er3,wca_near_er3
graytriggerfish,egg,near,wca,er4,wca_near_er4
graytriggerfish,egg,near,wca,er5,wca_near_er5
graytriggerfish,egg,near,reef,er1,reef_near_er1
graytriggerfish,egg,near,reef,er2,reef_near_er2
graytriggerfish,egg,near,reef,er3,reef_near_er3
graytriggerfish,egg,near,reef,er4,reef_near_er4
graytriggerfish,egg,near,reef,er5,reef_near_er5
graytriggerfish,egg,off,wca,er1,wca_off_er1
graytriggerfish,egg,off,wca,er2,wca_off_er2
graytriggerfish,egg,off,wca,er3,wca_off_er3
graytriggerfish,egg,off,wca,er4,wca_off_er4
graytriggerfish,egg,off,wca,er5,wca_off_er5
graytriggerfish,egg,off,reef,er1,reef_off_er1
graytriggerfish,egg,off,reef,er2,reef_off_er2
graytriggerfish,egg,off,reef,er3,reef_off_er3
graytriggerfish,egg,off,reef,er4,reef_off_er4
graytriggerfish,egg,off,reef,er5,reef_off_er5
graytriggerfish,larvae,near,wca,er1,wca_near_er1
graytriggerfish,larvae,near,wca,er2,wca_near_er2
graytriggerfish,larvae,near,wca,er3,wca_near_er3
graytriggerfish,larvae,near,wca,er4,wca_near_er4
graytriggerfish,larvae,near,wca,er5,wca_near_er5
graytriggerfish,larvae,off,wca,er1,wca_off_er1
graytriggerfish,larvae,off,wca,er2,wca_off_er2
graytriggerfish,larvae,off,wca,er3,wca_off_er3
graytriggerfish,larvae,off,wca,er4,wca_off_er4
graytriggerfish,larvae,off,wca,er5,wca_off_er5
graytriggerfish,larvae,est,wca,er1,wca_est_er1
graytriggerfish,larvae,est,wca,er2,wca_est_er2
graytriggerfish,larvae,est,wca,er3,wca_est_er3
graytriggerfish,larvae,est,wca,er4,wca_est_er4
graytriggerfish,larvae,est,wca,er5,wca_est_er5
graytriggerfish,postlarvae,near,wca,er1,wca_near_er1
graytriggerfish,postlarvae,near,wca,er2,wca_near_er2
graytriggerfish,postlarvae,near,wca,er3,wca_near_er3
graytriggerfish,postlarvae,near,wca,er4,wca_near_er4
graytriggerfish,postlarvae,near,wca,er5,wca_near_er5
graytriggerfish,postlarvae,off,wca,er1,wca_off_er1
graytriggerfish,postlarvae,off,wca,er2,wca_off_er2
graytriggerfish,postlarvae,off,wca,er3,wca_off_er3
graytriggerfish,postlarvae,off,wca,er4,wca_off_er4
graytriggerfish,postlarvae,off,wca,er5,wca_off_er5
graytriggerfish,postlarvae,est,wca,er1,wca_est_er1
graytriggerfish,postlarvae,est,wca,er2,wca_est_er2
graytriggerfish,postlarvae,est,wca,er3,wca_est_er3
graytriggerfish,postlarvae,est,wca,er4,wca_est_er4
graytriggerfish,postlarvae,est,wca,er5,wca_est_er5
graytriggerfish,earlyjuvenile,near,mangrove,er1,mangrove_near_er1
graytriggerfish,earlyjuvenile,near,mangrove,er2,mangrove_near_er2
graytriggerfish,earlyjuvenile,near,mangrove,er3,mangrove_near_er3
graytriggerfish,earlyjuvenile,near,mangrove,er4,mangrove_near_er4
graytriggerfish,earlyjuvenile,near,mangrove,er5,mangrove_near_er5
graytriggerfish,earlyjuvenile,off,mangrove,er1,mangrove_off_er1
graytriggerfish,earlyjuvenile,off,mangrove,er2,mangrove_off_er2
graytriggerfish,earlyjuvenile,off,mangrove,er3,mangrove_off_er3
graytriggerfish,earlyjuvenile,off,mangrove,er4,mangrove_off_er4
graytriggerfish,earlyjuvenile,off,mangrove,er5,mangrove_off_er5
graytriggerfish,latejuvenile,near,mangrove,er1,mangrove_near_er1
graytriggerfish,latejuvenile,near,mangrove,er2,mangrove_near_er2
graytriggerfish,latejuvenile,near,mangrove,er3,mangrove_near_er3
graytriggerfish,latejuvenile,near,mangrove,er4,mangrove_near_er4
graytriggerfish,latejuvenile,near,mangrove,er5,mangrove_near_er5
graytriggerfish,latejuvenile,near,reef,er1,reef_near_er1
graytriggerfish,latejuvenile,near,reef,er2,reef_near_er2
graytriggerfish,latejuvenile,near,reef,er3,reef_near_er3
graytriggerfish,latejuvenile,near,reef,er4,reef_near_er4
graytriggerfish,latejuvenile,near,reef,er5,reef_near_er5
graytriggerfish,latejuvenile,off,mangrove,er1,mangrove_off_er1
graytriggerfish,latejuvenile,off,mangrove,er2,mangrove_off_er2
graytriggerfish,latejuvenile,off,mangrove,er3,mangrove_off_er3
graytriggerfish,latejuvenile,off,mangrove,er4,mangrove_off_er4
graytriggerfish,latejuvenile,off,mangrove,er5,mangrove_off_er5
graytriggerfish,latejuvenile,off,reef,er1,reef_off_er1
graytriggerfish,latejuvenile,off,reef,er2,reef_off_er2
graytriggerfish,latejuvenile,off,reef,er3,reef_off_er3
graytriggerfish,latejuvenile,off,reef,er4,reef_off_er4
graytriggerfish,latejuvenile,off,reef,er5,reef_off_er5
graytriggerfish,adult,near,reef,er1,reef_near_er1
graytriggerfish,adult,near,reef,er2,reef_near_er2
graytriggerfish,adult,near,reef,er3,reef_near_er3
graytriggerfish,adult,near,reef,er4,reef_near_er4
graytriggerfish,adult,near,reef,er5,reef_near_er5
graytriggerfish,adult,off,reef,er1,reef_off_er1
graytriggerfish,adult,off,reef,er2,reef_off_er2
graytriggerfish,adult,off,reef,er3,reef_off_er3
graytriggerfish,adult,off,reef,er4,reef_off_er4
graytriggerfish,adult,off,reef,er5,reef_off_er5
graytriggerfish,spawningadult,near,reef,er1,reef_near_er1
graytriggerfish,spawningadult,near,reef,er2,reef_near_er2
graytriggerfish,spawningadult,near,reef,er3,reef_near_er3
graytriggerfish,spawningadult,near,reef,er4,reef_near_er4
graytriggerfish,spawningadult,near,reef,er5,reef_near_er5
graytriggerfish,spawningadult,off,reef,er1,reef_off_er1
graytriggerfish,spawningadult,off,reef,er2,reef_off_er2
graytriggerfish,spawningadult,off,reef,er3,reef_off_er3
graytriggerfish,spawningadult,off,reef,er4,reef_off_er4
graytriggerfish,spawningadult,off,reef,er5,reef_off_er5
greateramberjack,egg,off,wca,er1,wca_off_er1
greateramberjack,egg,off,wca,er2,wca_off_er2
greateramberjack,egg,off,wca,er3,wca_off_er3
greateramberjack,egg,off,wca,er4,wca_off_er4
greateramberjack,egg,off,wca,er5,wca_off_er5
greateramberjack,larvae,off,wca,er1,wca_off_er1
greateramberjack,larvae,off,wca,er2,wca_off_er2
greateramberjack,larvae,off,wca,er3,wca_off_er3
greateramberjack,larvae,off,wca,er4,wca_off_er4
greateramberjack,larvae,off,wca,er5,wca_off_er5
greateramberjack,postlarvae,off,wca,er1,wca_off_er1
greateramberjack,postlarvae,off,wca,er2,wca_off_er2
greateramberjack,postlarvae,off,wca,er3,wca_off_er3
greateramberjack,postlarvae,off,wca,er4,wca_off_er4
greateramberjack,postlarvae,off,wca,er5,wca_off_er5
greateramberjack,earlyjuvenile,near,wca,er1,wca_near_er1
greateramberjack,earlyjuvenile,near,wca,er2,wca_near_er2
greateramberjack,earlyjuvenile,near,wca,er3,wca_near_er3
greateramberjack,earlyjuvenile,near,wca,er4,wca_near_er4
greateramberjack,earlyjuvenile,near,wca,er5,wca_near_er5
greateramberjack,earlyjuvenile,off,wca,er1,wca_off_er1
greateramberjack,earlyjuvenile,off,wca,er2,wca_off_er2
greateramberjack,earlyjuvenile,off,wca,er3,wca_off_er3
greateramberjack,earlyjuvenile,off,wca,er4,wca_off_er4
greateramberjack,earlyjuvenile,off,wca,er5,wca_off_er5
greateramberjack,latejuvenile,near,wca,er1,wca_near_er1
greateramberjack,latejuvenile,near,wca,er2,wca_near_er2
greateramberjack,latejuvenile,near,wca,er3,wca_near_er3
greateramberjack,latejuvenile,near,wca,er4,wca_near_er4
greateramberjack,latejuvenile,near,wca,er5,wca_near_er5
greateramberjack,latejuvenile,near,hb,er1,hb_near_er1
greateramberjack,latejuvenile,near,hb,er2,hb_near_er2
greateramberjack,latejuvenile,near,hb,er3,hb_near_er3
greateramberjack,latejuvenile,near,hb,er4,hb_near_er4
greateramberjack,latejuvenile,near,hb,er5,hb_near_er5
greateramberjack,latejuvenile,off,wca,er1,wca_off_er1
greateramberjack,latejuvenile,off,wca,er2,wca_off_er2
greateramberjack,latejuvenile,off,wca,er3,wca_off_er3
greateramberjack,latejuvenile,off,wca,er4,wca_off_er4
greateramberjack,latejuvenile,off,wca,er5,wca_off_er5
greateramberjack,latejuvenile,off,hb,er1,hb_off_er1
greateramberjack,latejuvenile,off,hb,er2,hb_off_er2
greateramberjack,latejuvenile,off,hb,er3,hb_off_er3
greateramberjack,latejuvenile,off,hb,er4,hb_off_er4
greateramberjack,latejuvenile,off,hb,er5,hb_off_er5
greateramberjack,adult,near,wca,er1,wca_near_er1
greateramberjack,adult,near,wca,er2,wca_near_er2
greateramberjack,adult,near,wca,er3,wca_near_er3
greateramberjack,adult,near,wca,er4,wca_near_er4
greateramberjack,adult,near,wca,er5,wca_near_er5
greateramberjack,adult,near,hb,er1,hb_near_er1
greateramberjack,adult,near,hb,er2,hb_near_er2
greateramberjack,adult,near,hb,er3,hb_near_er3
greateramberjack,adult,near,hb,er4,hb_near_er4
greateramberjack,adult,near,hb,er5,hb_near_er5
greateramberjack,adult,near,reef,er1,reef_near_er1
greateramberjack,adult,near,reef,er2,reef_near_er2
greateramberjack,adult,near,reef,er3,reef_near_er3
greateramberjack,adult,near,reef,er4,reef_near_er4
greateramberjack,adult,near,reef,er5,reef_near_er5
greateramberjack,adult,off,wca,er1,wca_off_er1
greateramberjack,adult,off,wca,er2,wca_off_er2
greateramberjack,adult,off,wca,er3,wca_off_er3
greateramberjack,adult,off,wca,er4,wca_off_er4
greateramberjack,adult,off,wca,er5,wca_off_er5
greateramberjack,adult,off,hb,er1,hb_off_er1
greateramberjack,adult,off,hb,er2,hb_off_er2
greateramberjack,adult,off,hb,er3,hb_off_er3
greateramberjack,adult,off,hb,er4,hb_off_er4
greateramberjack,adult,off,hb,er5,hb_off_er5
greateramberjack,adult,off,reef,er1,reef_off_er1
greateramberjack,adult,off,reef,er2,reef_off_er2
greateramberjack,adult,off,reef,er3,reef_off_er3
greateramberjack,adult,off,reef,er4,reef_off_er4
greateramberjack,adult,off,reef,er5,reef_off_er5
greateramberjack,spawningadult,off,wca,er1,wca_off_er1
greateramberjack,spawningadult,off,wca,er2,wca_off_er2
greateramberjack,spawningadult,off,wca,er3,wca_off_er3
greateramberjack,spawningadult,off,wca,er4,wca_off_er4
greateramberjack,spawningadult,off,wca,er5,wca_off_er5
greateramberjack,spawningadult,off,reef,er1,reef_off_er1
greateramberjack,spawningadult,off,reef,er2,reef_off_er2
greateramberjack,spawningadult,off,reef,er3,reef_off_er3
greateramberjack,spawningadult,off,reef,er4,reef_off_er4
greateramberjack,spawningadult,off,reef,er5,reef_off_er5
hogfish,egg,off,wca,er1,wca_off_er1
hogfish,egg,off,wca,er2,wca_off_er2
hogfish,larvae,off,wca,er1,wca_off_er1
hogfish,larvae,off,wca,er2,wca_off_er2
hogfish,postlarvae,off,wca,er1,wca_off_er1
hogfish,postlarvae,off,wca,er2,wca_off_er2
hogfish,earlyjuvenile,est,sav,er1,sav_est_er1
hogfish,earlyjuvenile,est,sav,er2,sav_est_er2
hogfish,earlyjuvenile,est,reef,er1,reef_est_er1
hogfish,earlyjuvenile,est,reef,er2,reef_est_er2
hogfish,earlyjuvenile,near,sav,er1,sav_near_er1
hogfish,earlyjuvenile,near,sav,er2,sav_near_er2
hogfish,earlyjuvenile,near,reef,er1,reef_near_er1
hogfish,earlyjuvenile,near,reef,er2,reef_near_er2
hogfish,latejuvenile,est,sav,er1,sav_est_er1
hogfish,latejuvenile,est,sav,er2,sav_est_er2
hogfish,latejuvenile,est,reef,er1,reef_est_er1
hogfish,latejuvenile,est,reef,er2,reef_est_er2
hogfish,latejuvenile,near,sav,er1,sav_near_er1
hogfish,latejuvenile,near,sav,er2,sav_near_er2
hogfish,latejuvenile,near,reef,er1,reef_near_er1
hogfish,latejuvenile,near,reef,er2,reef_near_er2
hogfish,adult,near,hb,er1,hb_near_er1
hogfish,adult,near,hb,er2,hb_near_er2
hogfish,adult,near,reef,er1,reef_near_er1
hogfish,adult,near,reef,er2,reef_near_er2
hogfish,adult,off,hb,er1,hb_off_er1
hogfish,adult,off,hb,er2,hb_off_er2
hogfish,adult,off,reef,er1,reef_off_er1
hogfish,adult,off,reef,er2,reef_off_er2
hogfish,spawningadult,near,hb,er1,hb_near_er1
hogfish,spawningadult,near,hb,er2,hb_near_er2
hogfish,spawningadult,near,reef,er1,reef_near_er1
hogfish,spawningadult,near,reef,er2,reef_near_er2
hogfish,spawningadult,near,sand,er1,sand_near_er1
hogfish,spawningadult,near,sand,er2,sand_near_er2
hogfish,spawningadult,off,hb,er1,hb_off_er1
hogfish,spawningadult,off,hb,er2,hb_off_er2
hogfish,spawningadult,off,reef,er1,reef_off_er1
hogfish,spawningadult,off,reef,er2,reef_off_er2
hogfish,spawningadult,off,sand,er1,sand_off_er1
hogfish,spawningadult,off,sand,er2,sand_off_er2
kingmackerel,egg,off,wca,er1,wca_off_er1
kingmackerel,egg,off,wca,er2,wca_off_er2
kingmackerel,egg,off,wca,er3,wca_off_er3
kingmackerel,egg,off,wca,er4,wca_off_er4
kingmackerel,egg,off,wca,er5,wca_off_er5
kingmackerel,larvae,off,wca,er1,wca_off_er1
kingmackerel,larvae,off,wca,er2,wca_off_er2
kingmackerel,larvae,off,wca,er3,wca_off_er3
kingmackerel,larvae,off,wca,er4,wca_off_er4
kingmackerel,larvae,off,wca,er5,wca_off_er5
kingmackerel,postlarvae,,,,
kingmackerel,earlyjuvenile,near,wca,er3,wca_near_er3
kingmackerel,earlyjuvenile,near,wca,er4,wca_near_er4
kingmackerel,earlyjuvenile,near,wca,er5,wca_near_er5
kingmackerel,earlyjuvenile,off,wca,er3,wca_off_er3
kingmackerel,earlyjuvenile,off,wca,er4,wca_off_er4
kingmackerel,earlyjuvenile,off,wca,er5,wca_off_er5
kingmackerel,latejuvenile,near,wca,er3,wca_near_er3
kingmackerel,latejuvenile,near,wca,er4,wca_near_er4
kingmackerel,latejuvenile,near,wca,er5,wca_near_er5
kingmackerel,latejuvenile,off,wca,er3,wca_off_er3
kingmackerel,latejuvenile,off,wca,er4,wca_off_er4
kingmackerel,latejuvenile,off,wca,er5,wca_off_er5
kingmackerel,adult,near,wca,er1,wca_near_er1
kingmackerel,adult,near,wca,er2,wca_near_er2
kingmackerel,adult,near,wca,er3,wca_near_er3
kingmackerel,adult,near,wca,er4,wca_near_er4
kingmackerel,adult,near,wca,er5,wca_near_er5
kingmackerel,adult,off,wca,er1,wca_off_er1
kingmackerel,adult,off,wca,er2,wca_off_er2
kingmackerel,adult,off,wca,er3,wca_off_er3
kingmackerel,adult,off,wca,er4,wca_off_er4
kingmackerel,adult,off,wca,er5,wca_off_er5
kingmackerel,spawningadult,off,wca,er3,wca_off_er3
kingmackerel,spawningadult,off,wca,er4,wca_off_er4
kingmackerel,spawningadult,off,wca,er5,wca_off_er5
lanesnapper,egg,off,wca,er1,wca_off_er1
lanesnapper,egg,off,wca,er2,wca_off_er2
lanesnapper,egg,off,wca,er3,wca_off_er3
lanesnapper,egg,off,wca,er4,wca_off_er4
lanesnapper,egg,off,wca,er5,wca_off_er5
lanesnapper,larvae,est,wca,er1,wca_est_er1
lanesnapper,larvae,est,wca,er2,wca_est_er2
lanesnapper,larvae,est,wca,er3,wca_est_er3
lanesnapper,larvae,est,wca,er4,wca_est_er4
lanesnapper,larvae,est,wca,er5,wca_est_er5
lanesnapper,larvae,near,wca,er1,wca_near_er1
lanesnapper,larvae,near,wca,er2,wca_near_er2
lanesnapper,larvae,near,wca,er3,wca_near_er3
lanesnapper,larvae,near,wca,er4,wca_near_er4
lanesnapper,larvae,near,wca,er5,wca_near_er5
lanesnapper,larvae,off,wca,er1,wca_off_er1
lanesnapper,larvae,off,wca,er2,wca_off_er2
lanesnapper,larvae,off,wca,er3,wca_off_er3
lanesnapper,larvae,off,wca,er4,wca_off_er4
lanesnapper,larvae,off,wca,er5,wca_off_er5
lanesnapper,postlarvae,est,wca,er1,wca_est_er1
lanesnapper,postlarvae,est,wca,er2,wca_est_er2
lanesnapper,postlarvae,est,wca,er3,wca_est_er3
lanesnapper,postlarvae,est,wca,er4,wca_est_er4
lanesnapper,postlarvae,est,wca,er5,wca_est_er5
lanesnapper,postlarvae,est,sav,er1,sav_est_er1
lanesnapper,postlarvae,est,sav,er2,sav_est_er2
lanesnapper,postlarvae,est,sav,er3,sav_est_er3
lanesnapper,postlarvae,est,sav,er4,sav_est_er4
lanesnapper,postlarvae,est,sav,er5,sav_est_er5
lanesnapper,postlarvae,near,wca,er1,wca_near_er1
lanesnapper,postlarvae,near,wca,er2,wca_near_er2
lanesnapper,postlarvae,near,wca,er3,wca_near_er3
lanesnapper,postlarvae,near,wca,er4,wca_near_er4
lanesnapper,postlarvae,near,wca,er5,wca_near_er5
lanesnapper,postlarvae,near,sav,er1,sav_near_er1
lanesnapper,postlarvae,near,sav,er2,sav_near_er2
lanesnapper,postlarvae,near,sav,er3,sav_near_er3
lanesnapper,postlarvae,near,sav,er4,sav_near_er4
lanesnapper,postlarvae,near,sav,er5,sav_near_er5
lanesnapper,postlarvae,off,wca,er1,wca_off_er1
lanesnapper,postlarvae,off,wca,er2,wca_off_er2
lanesnapper,postlarvae,off,wca,er3,wca_off_er3
lanesnapper,postlarvae,off,wca,er4,wca_off_er4
lanesnapper,postlarvae,off,wca,er5,wca_off_er5
lanesnapper,postlarvae,off,sav,er1,sav_off_er1
lanesnapper,postlarvae,off,sav,er2,sav_off_er2
lanesnapper,postlarvae,off,sav,er3,sav_off_er3
lanesnapper,postlarvae,off,sav,er4,sav_off_er4
lanesnapper,postlarvae,off,sav,er5,sav_off_er5
lanesnapper,earlyjuvenile,est,sav,er1,sav_est_er1
lanesnapper,earlyjuvenile,est,sav,er2,sav_est_er2
lanesnapper,earlyjuvenile,est,sav,er3,sav_est_er3
lanesnapper,earlyjuvenile,est,sav,er4,sav_est_er4
lanesnapper,earlyjuvenile,est,sav,er5,sav_est_er5
lanesnapper,earlyjuvenile,est,sand,er1,sand_est_er1
lanesnapper,earlyjuvenile,est,sand,er2,sand_est_er2
lanesnapper,earlyjuvenile,est,sand,er3,sand_est_er3
lanesnapper,earlyjuvenile,est,sand,er4,sand_est_er4
lanesnapper,earlyjuvenile,est,sand,er5,sand_est_er5
lanesnapper,earlyjuvenile,est,reef,er1,reef_est_er1
lanesnapper,earlyjuvenile,est,reef,er2,reef_est_er2
lanesnapper,earlyjuvenile,est,reef,er3,reef_est_er3
lanesnapper,earlyjuvenile,est,reef,er4,reef_est_er4
lanesnapper,earlyjuvenile,est,reef,er5,reef_est_er5
lanesnapper,earlyjuvenile,est,sb,er1,sb_est_er1
lanesnapper,earlyjuvenile,est,sb,er2,sb_est_er2
lanesnapper,earlyjuvenile,est,sb,er3,sb_est_er3
lanesnapper,earlyjuvenile,est,sb,er4,sb_est_er4
lanesnapper,earlyjuvenile,est,sb,er5,sb_est_er5
lanesnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1
lanesnapper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2
lanesnapper,earlyjuvenile,est,mangrove,er3,mangrove_est_er3
lanesnapper,earlyjuvenile,est,mangrove,er4,mangrove_est_er4
lanesnapper,earlyjuvenile,est,mangrove,er5,mangrove_est_er5
lanesnapper,earlyjuvenile,near,sav,er1,sav_near_er1
lanesnapper,earlyjuvenile,near,sav,er2,sav_near_er2
lanesnapper,earlyjuvenile,near,sav,er3,sav_near_er3
lanesnapper,earlyjuvenile,near,sav,er4,sav_near_er4
lanesnapper,earlyjuvenile,near,sav,er5,sav_near_er5
lanesnapper,earlyjuvenile,near,sand,er1,sand_near_er1
lanesnapper,earlyjuvenile,near,sand,er2,sand_near_er2
lanesnapper,earlyjuvenile,near,sand,er3,sand_near_er3
lanesnapper,earlyjuvenile,near,sand,er4,sand_near_er4
lanesnapper,earlyjuvenile,near,sand,er5,sand_near_er5
lanesnapper,earlyjuvenile,near,reef,er1,reef_near_er1
lanesnapper,earlyjuvenile,near,reef,er2,reef_near_er2
lanesnapper,earlyjuvenile,near,reef,er3,reef_near_er3
lanesnapper,earlyjuvenile,near,reef,er4,reef_near_er4
lanesnapper,earlyjuvenile,near,reef,er5,reef_near_er5
lanesnapper,earlyjuvenile,near,sb,er1,sb_near_er1
lanesnapper,earlyjuvenile,near,sb,er2,sb_near_er2
lanesnapper,earlyjuvenile,near,sb,er3,sb_near_er3
lanesnapper,earlyjuvenile,near,sb,er4,sb_near_er4
lanesnapper,earlyjuvenile,near,sb,er5,sb_near_er5
lanesnapper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1
lanesnapper,earlyjuvenile,near,mangrove,er2,mangrove_near_er2
lanesnapper,earlyjuvenile,near,mangrove,er3,mangrove_near_er3
lanesnapper,earlyjuvenile,near,mangrove,er4,mangrove_near_er4
lanesnapper,earlyjuvenile,near,mangrove,er5,mangrove_near_er5
lanesnapper,earlyjuvenile,off,sav,er1,sav_off_er1
lanesnapper,earlyjuvenile,off,sav,er2,sav_off_er2
lanesnapper,earlyjuvenile,off,sav,er3,sav_off_er3
lanesnapper,earlyjuvenile,off,sav,er4,sav_off_er4
lanesnapper,earlyjuvenile,off,sav,er5,sav_off_er5
lanesnapper,earlyjuvenile,off,sand,er1,sand_off_er1
lanesnapper,earlyjuvenile,off,sand,er2,sand_off_er2
lanesnapper,earlyjuvenile,off,sand,er3,sand_off_er3
lanesnapper,earlyjuvenile,off,sand,er4,sand_off_er4
lanesnapper,earlyjuvenile,off,sand,er5,sand_off_er5
lanesnapper,earlyjuvenile,off,reef,er1,reef_off_er1
lanesnapper,earlyjuvenile,off,reef,er2,reef_off_er2
lanesnapper,earlyjuvenile,off,reef,er3,reef_off_er3
lanesnapper,earlyjuvenile,off,reef,er4,reef_off_er4
