species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name,pretty_name
goliathgrouper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
goliathgrouper,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
goliathgrouper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
goliathgrouper,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
goliathgrouper,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
goliathgrouper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
goliathgrouper,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graysnapper,egg,,,,,
graysnapper,larvae,,,,,
graysnapper,postlarvae,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
graysnapper,postlarvae,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
graysnapper,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
graysnapper,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
graysnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
graysnapper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
graysnapper,earlyjuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
graysnapper,earlyjuvenile,est,em,er2,em_est_er2,ER2 Estuarine Emergent Marsh
graysnapper,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
graysnapper,latejuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
graysnapper,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
graysnapper,latejuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
graysnapper,latejuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
graysnapper,latejuvenile,est,em,er2,em_est_er2,ER2 Estuarine Emergent Marsh
graysnapper,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
graysnapper,latejuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
graysnapper,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
graysnapper,latejuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
graysnapper,latejuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
graysnapper,latejuvenile,near,em,er2,em_near_er2,ER2 Nearshore Emergent Marsh
graysnapper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graysnapper,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graysnapper,adult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graysnapper,adult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graysnapper,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graysnapper,adult,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
graysnapper,adult,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
graysnapper,adult,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
graysnapper,adult,near,sb,er4,sb_near_er4,ER4 Nearshore Soft Bottom
graysnapper,adult,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
graysnapper,adult,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
graysnapper,adult,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
graysnapper,adult,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
graysnapper,adult,near,sand,er4,sand_near_er4,ER4 Nearshore Sand
graysnapper,adult,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
graysnapper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graysnapper,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graysnapper,adult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graysnapper,adult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graysnapper,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graysnapper,adult,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
graysnapper,adult,near,em,er2,em_near_er2,ER2 Nearshore Emergent Marsh
graysnapper,adult,near,em,er3,em_near_er3,ER3 Nearshore Emergent Marsh
graysnapper,adult,near,em,er4,em_near_er4,ER4 Nearshore Emergent Marsh
graysnapper,adult,near,em,er5,em_near_er5,ER5 Nearshore Emergent Marsh
graysnapper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graysnapper,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graysnapper,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graysnapper,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graysnapper,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graysnapper,adult,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
graysnapper,adult,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
graysnapper,adult,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
graysnapper,adult,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
graysnapper,adult,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
graysnapper,adult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
graysnapper,adult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
graysnapper,adult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
graysnapper,adult,off,sand,er4,sand_off_er4,ER4 Offshore Sand
graysnapper,adult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
graysnapper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graysnapper,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graysnapper,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graysnapper,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graysnapper,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graysnapper,adult,off,em,er1,em_off_er1,ER1 Offshore Emergent Marsh
graysnapper,adult,off,em,er2,em_off_er2,ER2 Offshore Emergent Marsh
graysnapper,adult,off,em,er3,em_off_er3,ER3 Offshore Emergent Marsh
graysnapper,adult,off,em,er4,em_off_er4,ER4 Offshore Emergent Marsh
graysnapper,adult,off,em,er5,em_off_er5,ER5 Offshore Emergent Marsh
graysnapper,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graysnapper,spawningadult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graysnapper,spawningadult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graysnapper,spawningadult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graysnapper,spawningadult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graysnapper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graysnapper,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graysnapper,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graysnapper,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graysnapper,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graytriggerfish,egg,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graytriggerfish,egg,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graytriggerfish,egg,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graytriggerfish,egg,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graytriggerfish,egg,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graytriggerfish,egg,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graytriggerfish,egg,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graytriggerfish,egg,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graytriggerfish,egg,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graytriggerfish,egg,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graytriggerfish,larvae,,,,,
graytriggerfish,postlarvae,,,,,
graytriggerfish,earlyjuvenile,,,,,
graytriggerfish,latejuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graytriggerfish,latejuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graytriggerfish,latejuvenile,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graytriggerfish,latejuvenile,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graytriggerfish,latejuvenile,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graytriggerfish,latejuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graytriggerfish,latejuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graytriggerfish,latejuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graytriggerfish,latejuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graytriggerfish,latejuvenile,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graytriggerfish,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graytriggerfish,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graytriggerfish,adult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graytriggerfish,adult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graytriggerfish,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graytriggerfish,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graytriggerfish,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graytriggerfish,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graytriggerfish,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graytriggerfish,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
graytriggerfish,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
graytriggerfish,spawningadult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
graytriggerfish,spawningadult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
graytriggerfish,spawningadult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
graytriggerfish,spawningadult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
graytriggerfish,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
graytriggerfish,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
graytriggerfish,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
graytriggerfish,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
graytriggerfish,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
greateramberjack,egg,,,,,
greateramberjack,larvae,,,,,
greateramberjack,postlarvae,,,,,
greateramberjack,earlyjuvenile,,,,,
greateramberjack,latejuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
greateramberjack,latejuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
greateramberjack,latejuvenile,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
greateramberjack,latejuvenile,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
greateramberjack,latejuvenile,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
greateramberjack,latejuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
greateramberjack,latejuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
greateramberjack,latejuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
greateramberjack,latejuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
greateramberjack,latejuvenile,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
greateramberjack,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
greateramberjack,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
greateramberjack,adult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
greateramberjack,adult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
greateramberjack,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
greateramberjack,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
greateramberjack,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
greateramberjack,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
greateramberjack,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
greateramberjack,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
greateramberjack,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
greateramberjack,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
greateramberjack,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
greateramberjack,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
greateramberjack,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
hogfish,egg,,,,,
hogfish,larvae,,,,,
hogfish,postlarvae,,,,,
hogfish,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
hogfish,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
hogfish,earlyjuvenile,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
hogfish,earlyjuvenile,est,hb,er2,hb_est_er2,ER2 Estuarine Hard Bottom
hogfish,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
hogfish,earlyjuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
hogfish,earlyjuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
hogfish,earlyjuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
hogfish,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
hogfish,latejuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
hogfish,latejuvenile,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
hogfish,latejuvenile,est,hb,er2,hb_est_er2,ER2 Estuarine Hard Bottom
hogfish,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
hogfish,latejuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
hogfish,latejuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
hogfish,latejuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
hogfish,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
hogfish,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
hogfish,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
hogfish,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
hogfish,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
hogfish,spawningadult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
hogfish,spawningadult,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
hogfish,spawningadult,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
hogfish,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
hogfish,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
hogfish,spawningadult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
hogfish,spawningadult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
kingmackerel,egg,,,,,
kingmackerel,larvae,,,,,
kingmackerel,postlarvae,,,,,
lanesnapper,postlarvae,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
lanesnapper,postlarvae,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
lanesnapper,postlarvae,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
lanesnapper,postlarvae,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
lanesnapper,postlarvae,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
lanesnapper,postlarvae,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
lanesnapper,postlarvae,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
lanesnapper,postlarvae,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
lanesnapper,postlarvae,near,sav,er4,sav_near_er4,ER4 Nearshore SAV
lanesnapper,postlarvae,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
lanesnapper,postlarvae,off,sav,er1,sav_off_er1,ER1 Offshore SAV
lanesnapper,postlarvae,off,sav,er2,sav_off_er2,ER2 Offshore SAV
lanesnapper,postlarvae,off,sav,er3,sav_off_er3,ER3 Offshore SAV
lanesnapper,postlarvae,off,sav,er4,sav_off_er4,ER4 Offshore SAV
lanesnapper,postlarvae,off,sav,er5,sav_off_er5,ER5 Offshore SAV
lanesnapper,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
lanesnapper,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
lanesnapper,earlyjuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
lanesnapper,earlyjuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
lanesnapper,earlyjuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
lanesnapper,earlyjuvenile,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
lanesnapper,earlyjuvenile,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
lanesnapper,earlyjuvenile,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
lanesnapper,earlyjuvenile,est,sand,er4,sand_est_er4,ER4 Estuarine Sand
lanesnapper,earlyjuvenile,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
lanesnapper,earlyjuvenile,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
lanesnapper,earlyjuvenile,est,hb,er2,hb_est_er2,ER2 Estuarine Hard Bottom
lanesnapper,earlyjuvenile,est,hb,er3,hb_est_er3,ER3 Estuarine Hard Bottom
lanesnapper,earlyjuvenile,est,hb,er4,hb_est_er4,ER4 Estuarine Hard Bottom
lanesnapper,earlyjuvenile,est,hb,er5,hb_est_er5,ER5 Estuarine Hard Bottom
lanesnapper,earlyjuvenile,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
lanesnapper,earlyjuvenile,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
lanesnapper,earlyjuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
lanesnapper,earlyjuvenile,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
lanesnapper,earlyjuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
lanesnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
lanesnapper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
lanesnapper,earlyjuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
lanesnapper,earlyjuvenile,est,mangrove,er4,mangrove_est_er4,ER4 Estuarine Mangrove
lanesnapper,earlyjuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
lanesnapper,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
lanesnapper,earlyjuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
lanesnapper,earlyjuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
lanesnapper,earlyjuvenile,near,sav,er4,sav_near_er4,ER4 Nearshore SAV
lanesnapper,earlyjuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
lanesnapper,earlyjuvenile,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
lanesnapper,earlyjuvenile,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
lanesnapper,earlyjuvenile,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
lanesnapper,earlyjuvenile,near,sand,er4,sand_near_er4,ER4 Nearshore Sand
lanesnapper,earlyjuvenile,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
lanesnapper,earlyjuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
lanesnapper,earlyjuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
lanesnapper,earlyjuvenile,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
lanesnapper,earlyjuvenile,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
lanesnapper,earlyjuvenile,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
lanesnapper,earlyjuvenile,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
lanesnapper,earlyjuvenile,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
lanesnapper,earlyjuvenile,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
lanesnapper,earlyjuvenile,near,sb,er4,sb_near_er4,ER4 Nearshore Soft Bottom
lanesnapper,earlyjuvenile,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
lanesnapper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
lanesnapper,earlyjuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
lanesnapper,earlyjuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
lanesnapper,earlyjuvenile,near,mangrove,er4,mangrove_near_er4,ER4 Nearshore Mangrove
lanesnapper,earlyjuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
lanesnapper,earlyjuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
lanesnapper,earlyjuvenile,off,sav,er2,sav_off_er2,ER2 Offshore SAV
lanesnapper,earlyjuvenile,off,sav,er3,sav_off_er3,ER3 Offshore SAV
lanesnapper,earlyjuvenile,off,sav,er4,sav_off_er4,ER4 Offshore SAV
lanesnapper,earlyjuvenile,off,sav,er5,sav_off_er5,ER5 Offshore SAV
lanesnapper,earlyjuvenile,off,sand,er1,sand_off_er1,ER1 Offshore Sand
lanesnapper,earlyjuvenile,off,sand,er2,sand_off_er2,ER2 Offshore Sand
lanesnapper,earlyjuvenile,off,sand,er3,sand_off_er3,ER3 Offshore Sand
lanesnapper,earlyjuvenile,off,sand,er4,sand_off_er4,ER4 Offshore Sand
lanesnapper,earlyjuvenile,off,sand,er5,sand_off_er5,ER5 Offshore Sand
lanesnapper,earlyjuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lanesnapper,earlyjuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lanesnapper,earlyjuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lanesnapper,earlyjuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lanesnapper,earlyjuvenile,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
lanesnapper,earlyjuvenile,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
lanesnapper,earlyjuvenile,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
lanesnapper,earlyjuvenile,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
lanesnapper,earlyjuvenile,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
lanesnapper,earlyjuvenile,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
lanesnapper,earlyjuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
lanesnapper,earlyjuvenile,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
lanesnapper,earlyjuvenile,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
lanesnapper,earlyjuvenile,off,mangrove,er4,mangrove_off_er4,ER4 Offshore Mangrove
lanesnapper,earlyjuvenile,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
lanesnapper,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
lanesnapper,latejuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
lanesnapper,latejuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
lanesnapper,latejuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
lanesnapper,latejuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
lanesnapper,latejuvenile,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
lanesnapper,latejuvenile,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
lanesnapper,latejuvenile,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
lanesnapper,latejuvenile,est,sand,er4,sand_est_er4,ER4 Estuarine Sand
lanesnapper,latejuvenile,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
lanesnapper,latejuvenile,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
lanesnapper,latejuvenile,est,hb,er2,hb_est_er2,ER2 Estuarine Hard Bottom
lanesnapper,latejuvenile,est,hb,er3,hb_est_er3,ER3 Estuarine Hard Bottom
lanesnapper,latejuvenile,est,hb,er4,hb_est_er4,ER4 Estuarine Hard Bottom
lanesnapper,latejuvenile,est,hb,er5,hb_est_er5,ER5 Estuarine Hard Bottom
lanesnapper,latejuvenile,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
lanesnapper,latejuvenile,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
lanesnapper,latejuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
lanesnapper,latejuvenile,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
lanesnapper,latejuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
lanesnapper,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
lanesnapper,latejuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
lanesnapper,latejuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
lanesnapper,latejuvenile,est,mangrove,er4,mangrove_est_er4,ER4 Estuarine Mangrove
lanesnapper,latejuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
lanesnapper,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
lanesnapper,latejuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
lanesnapper,latejuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
lanesnapper,latejuvenile,near,sav,er4,sav_near_er4,ER4 Nearshore SAV
lanesnapper,latejuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
lanesnapper,latejuvenile,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
lanesnapper,latejuvenile,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
lanesnapper,latejuvenile,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
lanesnapper,latejuvenile,near,sand,er4,sand_near_er4,ER4 Nearshore Sand
lanesnapper,latejuvenile,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
lanesnapper,latejuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
lanesnapper,latejuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
lanesnapper,latejuvenile,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
